"STORE_ID","RETAILER","REGION","STATE","CITY","LATITUDE","LONGITUDE","LOCATION"
"STORE00050","Kroger","Midwest","OH","Columbus",39.821,-82.089,"{""coordinates"":[-8.208900000000000e+01,3.982100000000000e+01],""type"":""Point""}"
"STORE00051","Kroger","Midwest","OH","Columbus",39.761,-83.939,"{""coordinates"":[-8.393899999999999e+01,3.976100000000000e+01],""type"":""Point""}"
"STORE00052","Kroger","Midwest","OH","Columbus",40.221,-82.969,"{""coordinates"":[-8.296899999999999e+01,4.022100000000000e+01],""type"":""Point""}"
"STORE00053","Kroger","Midwest","OH","Columbus",40.721,-83.409,"{""coordinates"":[-8.340900000000001e+01,4.072100000000000e+01],""type"":""Point""}"
"STORE00054","Kroger","Midwest","OH","Columbus",39.551,-82.629,"{""coordinates"":[-8.262900000000000e+01,3.955100000000000e+01],""type"":""Point""}"
"STORE00055","Kroger","Midwest","OH","Columbus",39.591,-82.929,"{""coordinates"":[-8.292900000000000e+01,3.959100000000000e+01],""type"":""Point""}"
"STORE00056","Kroger","Midwest","OH","Columbus",40.321,-82.729,"{""coordinates"":[-8.272900000000000e+01,4.032100000000000e+01],""type"":""Point""}"
"STORE00057","Kroger","Midwest","OH","Columbus",40.001,-83.789,"{""coordinates"":[-8.378900000000000e+01,4.000100000000000e+01],""type"":""Point""}"
"STORE00058","Kroger","Midwest","OH","Columbus",39.941,-82.379,"{""coordinates"":[-8.237900000000000e+01,3.994100000000000e+01],""type"":""Point""}"
"STORE00059","Kroger","Midwest","OH","Columbus",40.461,-82.359,"{""coordinates"":[-8.235899999999999e+01,4.046100000000000e+01],""type"":""Point""}"
"STORE00060","Kroger","Midwest","OH","Columbus",40.431,-83.319,"{""coordinates"":[-8.331900000000000e+01,4.043100000000000e+01],""type"":""Point""}"
"STORE00061","Kroger","Midwest","OH","Columbus",40.131,-82.689,"{""coordinates"":[-8.268899999999999e+01,4.013100000000000e+01],""type"":""Point""}"
"STORE00062","Kroger","Midwest","OH","Columbus",39.191,-83.709,"{""coordinates"":[-8.370900000000000e+01,3.919100000000000e+01],""type"":""Point""}"
"STORE00063","Kroger","Midwest","OH","Columbus",40.921,-82.039,"{""coordinates"":[-8.203900000000000e+01,4.092100000000000e+01],""type"":""Point""}"
"STORE00064","Kroger","Midwest","OH","Columbus",39.741,-82.759,"{""coordinates"":[-8.275900000000000e+01,3.974100000000000e+01],""type"":""Point""}"
"STORE00065","Kroger","Midwest","OH","Columbus",40.821,-83.219,"{""coordinates"":[-8.321899999999999e+01,4.082100000000000e+01],""type"":""Point""}"
"STORE00066","Kroger","Midwest","OH","Columbus",40.371,-82.409,"{""coordinates"":[-8.240900000000001e+01,4.037100000000000e+01],""type"":""Point""}"
"STORE00067","Kroger","Midwest","OH","Columbus",40.611,-82.829,"{""coordinates"":[-8.282899999999999e+01,4.061100000000000e+01],""type"":""Point""}"
"STORE00068","Kroger","Midwest","OH","Columbus",39.531,-83.779,"{""coordinates"":[-8.377900000000000e+01,3.953100000000000e+01],""type"":""Point""}"
"STORE00069","Kroger","Midwest","OH","Columbus",40.521,-82.229,"{""coordinates"":[-8.222900000000000e+01,4.052100000000000e+01],""type"":""Point""}"
"STORE00070","Kroger","Midwest","OH","Columbus",40.471,-83.849,"{""coordinates"":[-8.384900000000000e+01,4.047100000000000e+01],""type"":""Point""}"
"STORE00071","Kroger","Midwest","OH","Columbus",40.761,-82.649,"{""coordinates"":[-8.264900000000000e+01,4.076100000000000e+01],""type"":""Point""}"
"STORE00072","Kroger","Midwest","OH","Columbus",40.351,-82.389,"{""coordinates"":[-8.238900000000000e+01,4.035100000000000e+01],""type"":""Point""}"
"STORE00073","Kroger","Midwest","OH","Columbus",40.861,-82.769,"{""coordinates"":[-8.276900000000001e+01,4.086100000000000e+01],""type"":""Point""}"
"STORE00074","Kroger","Midwest","OH","Columbus",39.961,-83.499,"{""coordinates"":[-8.349900000000000e+01,3.996100000000000e+01],""type"":""Point""}"
"STORE00075","Kroger","Midwest","OH","Columbus",40.031,-82.579,"{""coordinates"":[-8.257899999999999e+01,4.003100000000000e+01],""type"":""Point""}"
"STORE00076","Kroger","Midwest","OH","Columbus",39.741,-82.579,"{""coordinates"":[-8.257899999999999e+01,3.974100000000000e+01],""type"":""Point""}"
"STORE00077","Kroger","Midwest","OH","Columbus",39.001,-83.949,"{""coordinates"":[-8.394900000000000e+01,3.900100000000000e+01],""type"":""Point""}"
"STORE00078","Kroger","Midwest","OH","Columbus",39.501,-83.389,"{""coordinates"":[-8.338900000000000e+01,3.950100000000000e+01],""type"":""Point""}"
"STORE00079","Kroger","Midwest","OH","Columbus",38.981,-82.239,"{""coordinates"":[-8.223900000000000e+01,3.898100000000000e+01],""type"":""Point""}"
"STORE00080","Kroger","Midwest","OH","Columbus",40.261,-82.089,"{""coordinates"":[-8.208900000000000e+01,4.026100000000000e+01],""type"":""Point""}"
"STORE00081","Kroger","Midwest","OH","Columbus",39.251,-83.269,"{""coordinates"":[-8.326900000000001e+01,3.925100000000000e+01],""type"":""Point""}"
"STORE00082","Kroger","Midwest","OH","Columbus",40.481,-82.239,"{""coordinates"":[-8.223900000000000e+01,4.048100000000000e+01],""type"":""Point""}"
"STORE00083","Kroger","Midwest","OH","Columbus",40.921,-83.339,"{""coordinates"":[-8.333900000000000e+01,4.092100000000000e+01],""type"":""Point""}"
"STORE00084","Kroger","Midwest","OH","Columbus",40.191,-82.749,"{""coordinates"":[-8.274900000000000e+01,4.019100000000000e+01],""type"":""Point""}"
"STORE00085","Kroger","Midwest","OH","Columbus",40.351,-83.259,"{""coordinates"":[-8.325900000000000e+01,4.035100000000000e+01],""type"":""Point""}"
"STORE00086","Kroger","Midwest","OH","Columbus",39.821,-82.949,"{""coordinates"":[-8.294900000000000e+01,3.982100000000000e+01],""type"":""Point""}"
"STORE00087","Kroger","Midwest","OH","Columbus",39.281,-83.189,"{""coordinates"":[-8.318899999999999e+01,3.928100000000000e+01],""type"":""Point""}"
"STORE00088","Kroger","Midwest","OH","Columbus",40.031,-82.749,"{""coordinates"":[-8.274900000000000e+01,4.003100000000000e+01],""type"":""Point""}"
"STORE00089","Kroger","Midwest","OH","Columbus",40.791,-82.979,"{""coordinates"":[-8.297900000000000e+01,4.079100000000000e+01],""type"":""Point""}"
"STORE00090","Kroger","Midwest","OH","Columbus",40.731,-82.989,"{""coordinates"":[-8.298900000000000e+01,4.073100000000000e+01],""type"":""Point""}"
"STORE00091","Kroger","Midwest","OH","Columbus",40.341,-82.749,"{""coordinates"":[-8.274900000000000e+01,4.034100000000000e+01],""type"":""Point""}"
"STORE00092","Kroger","Midwest","OH","Columbus",40.121,-82.239,"{""coordinates"":[-8.223900000000000e+01,4.012100000000000e+01],""type"":""Point""}"
"STORE00093","Kroger","Midwest","OH","Columbus",40.441,-82.449,"{""coordinates"":[-8.244900000000000e+01,4.044100000000000e+01],""type"":""Point""}"
"STORE00094","Kroger","Midwest","OH","Columbus",39.771,-82.149,"{""coordinates"":[-8.214900000000000e+01,3.977100000000000e+01],""type"":""Point""}"
"STORE00095","Kroger","Midwest","OH","Columbus",39.511,-83.659,"{""coordinates"":[-8.365900000000001e+01,3.951100000000000e+01],""type"":""Point""}"
"STORE00096","Kroger","Midwest","OH","Columbus",39.521,-83.019,"{""coordinates"":[-8.301900000000001e+01,3.952100000000000e+01],""type"":""Point""}"
"STORE00097","Kroger","Midwest","OH","Columbus",39.671,-83.649,"{""coordinates"":[-8.364900000000000e+01,3.967100000000000e+01],""type"":""Point""}"
"STORE00098","Kroger","Midwest","OH","Columbus",40.611,-83.959,"{""coordinates"":[-8.395900000000000e+01,4.061100000000000e+01],""type"":""Point""}"
"STORE00099","Kroger","Midwest","OH","Columbus",39.441,-83.559,"{""coordinates"":[-8.355900000000000e+01,3.944100000000000e+01],""type"":""Point""}"
"STORE00100","Kroger","Midwest","OH","Columbus",40.911,-83.959,"{""coordinates"":[-8.395900000000000e+01,4.091100000000000e+01],""type"":""Point""}"
"STORE00101","Kroger","Midwest","OH","Columbus",40.361,-83.889,"{""coordinates"":[-8.388900000000000e+01,4.036100000000000e+01],""type"":""Point""}"
"STORE00102","Kroger","Midwest","OH","Columbus",40.511,-83.949,"{""coordinates"":[-8.394900000000000e+01,4.051100000000000e+01],""type"":""Point""}"
"STORE00103","Kroger","Midwest","OH","Columbus",39.031,-82.779,"{""coordinates"":[-8.277900000000000e+01,3.903100000000000e+01],""type"":""Point""}"
"STORE00104","Kroger","Midwest","OH","Columbus",40.671,-83.539,"{""coordinates"":[-8.353900000000000e+01,4.067100000000000e+01],""type"":""Point""}"
"STORE00105","Kroger","Midwest","OH","Columbus",40.521,-82.099,"{""coordinates"":[-8.209900000000000e+01,4.052100000000000e+01],""type"":""Point""}"
"STORE00106","Kroger","Midwest","OH","Columbus",39.541,-83.679,"{""coordinates"":[-8.367900000000000e+01,3.954100000000000e+01],""type"":""Point""}"
"STORE00107","Kroger","Midwest","OH","Columbus",40.361,-83.689,"{""coordinates"":[-8.368899999999999e+01,4.036100000000000e+01],""type"":""Point""}"
"STORE00108","Kroger","Midwest","OH","Columbus",40.921,-83.779,"{""coordinates"":[-8.377900000000000e+01,4.092100000000000e+01],""type"":""Point""}"
"STORE00109","Kroger","Midwest","OH","Columbus",40.651,-82.699,"{""coordinates"":[-8.269900000000000e+01,4.065100000000000e+01],""type"":""Point""}"
"STORE00110","Kroger","Midwest","OH","Columbus",40.111,-83.389,"{""coordinates"":[-8.338900000000000e+01,4.011100000000000e+01],""type"":""Point""}"
"STORE00111","Kroger","Midwest","OH","Columbus",40.541,-83.689,"{""coordinates"":[-8.368899999999999e+01,4.054100000000000e+01],""type"":""Point""}"
"STORE00112","Kroger","Midwest","OH","Columbus",40.921,-82.119,"{""coordinates"":[-8.211900000000000e+01,4.092100000000000e+01],""type"":""Point""}"
"STORE00113","Kroger","Midwest","OH","Columbus",39.031,-83.349,"{""coordinates"":[-8.334900000000000e+01,3.903100000000000e+01],""type"":""Point""}"
"STORE00114","Kroger","Midwest","OH","Columbus",39.781,-82.329,"{""coordinates"":[-8.232899999999999e+01,3.978100000000000e+01],""type"":""Point""}"
"STORE00115","Kroger","Midwest","OH","Columbus",40.201,-82.689,"{""coordinates"":[-8.268899999999999e+01,4.020100000000000e+01],""type"":""Point""}"
"STORE00116","Kroger","Midwest","OH","Columbus",39.281,-82.359,"{""coordinates"":[-8.235899999999999e+01,3.928100000000000e+01],""type"":""Point""}"
"STORE00117","Kroger","Midwest","OH","Columbus",39.491,-82.449,"{""coordinates"":[-8.244900000000000e+01,3.949100000000000e+01],""type"":""Point""}"
"STORE00118","Kroger","Midwest","OH","Columbus",40.251,-82.209,"{""coordinates"":[-8.220900000000000e+01,4.025100000000000e+01],""type"":""Point""}"
"STORE00119","Kroger","Midwest","OH","Columbus",40.671,-82.119,"{""coordinates"":[-8.211900000000000e+01,4.067100000000000e+01],""type"":""Point""}"
"STORE00120","Kroger","Midwest","OH","Columbus",40.471,-83.829,"{""coordinates"":[-8.382899999999999e+01,4.047100000000000e+01],""type"":""Point""}"
"STORE00121","Kroger","Midwest","OH","Columbus",39.371,-83.359,"{""coordinates"":[-8.335899999999999e+01,3.937100000000000e+01],""type"":""Point""}"
"STORE00122","Kroger","Midwest","OH","Columbus",39.611,-83.549,"{""coordinates"":[-8.354900000000001e+01,3.961100000000000e+01],""type"":""Point""}"
"STORE00123","Kroger","Midwest","OH","Columbus",40.711,-83.529,"{""coordinates"":[-8.352900000000000e+01,4.071100000000000e+01],""type"":""Point""}"
"STORE00124","Kroger","Midwest","OH","Columbus",39.951,-83.609,"{""coordinates"":[-8.360899999999999e+01,3.995100000000000e+01],""type"":""Point""}"
"STORE00125","Kroger","Midwest","OH","Columbus",40.931,-83.879,"{""coordinates"":[-8.387900000000000e+01,4.093100000000000e+01],""type"":""Point""}"
"STORE00126","Kroger","Midwest","OH","Columbus",39.461,-83.609,"{""coordinates"":[-8.360899999999999e+01,3.946100000000000e+01],""type"":""Point""}"
"STORE00127","Kroger","Midwest","OH","Columbus",40.771,-83.909,"{""coordinates"":[-8.390900000000001e+01,4.077100000000000e+01],""type"":""Point""}"
"STORE00128","Kroger","Midwest","OH","Columbus",40.671,-82.259,"{""coordinates"":[-8.225900000000000e+01,4.067100000000000e+01],""type"":""Point""}"
"STORE00129","Kroger","Midwest","OH","Columbus",39.271,-82.059,"{""coordinates"":[-8.205900000000000e+01,3.927100000000000e+01],""type"":""Point""}"
"STORE00130","Kroger","Midwest","OH","Columbus",39.031,-82.229,"{""coordinates"":[-8.222900000000000e+01,3.903100000000000e+01],""type"":""Point""}"
"STORE00131","Kroger","Midwest","OH","Columbus",39.261,-82.559,"{""coordinates"":[-8.255900000000000e+01,3.926100000000000e+01],""type"":""Point""}"
"STORE00132","Kroger","Midwest","OH","Columbus",39.931,-82.689,"{""coordinates"":[-8.268899999999999e+01,3.993100000000000e+01],""type"":""Point""}"
"STORE00133","Kroger","Midwest","OH","Columbus",40.961,-83.909,"{""coordinates"":[-8.390900000000001e+01,4.096100000000000e+01],""type"":""Point""}"
"STORE00134","Kroger","Midwest","OH","Columbus",39.101,-82.299,"{""coordinates"":[-8.229900000000001e+01,3.910100000000000e+01],""type"":""Point""}"
"STORE00135","Kroger","Midwest","OH","Columbus",38.981,-82.669,"{""coordinates"":[-8.266900000000000e+01,3.898100000000000e+01],""type"":""Point""}"
"STORE00136","Kroger","Midwest","OH","Columbus",40.511,-83.499,"{""coordinates"":[-8.349900000000000e+01,4.051100000000000e+01],""type"":""Point""}"
"STORE00137","Kroger","Midwest","OH","Columbus",39.281,-83.819,"{""coordinates"":[-8.381900000000000e+01,3.928100000000000e+01],""type"":""Point""}"
"STORE00138","Kroger","Midwest","OH","Columbus",39.131,-83.119,"{""coordinates"":[-8.311900000000000e+01,3.913100000000000e+01],""type"":""Point""}"
"STORE00139","Kroger","Midwest","OH","Columbus",40.261,-83.529,"{""coordinates"":[-8.352900000000000e+01,4.026100000000000e+01],""type"":""Point""}"
"STORE00140","Kroger","Midwest","OH","Columbus",40.621,-82.589,"{""coordinates"":[-8.258900000000000e+01,4.062100000000000e+01],""type"":""Point""}"
"STORE00141","Kroger","Midwest","OH","Columbus",40.751,-82.539,"{""coordinates"":[-8.253900000000000e+01,4.075100000000000e+01],""type"":""Point""}"
"STORE00142","Kroger","Midwest","OH","Columbus",39.071,-83.939,"{""coordinates"":[-8.393899999999999e+01,3.907100000000000e+01],""type"":""Point""}"
"STORE00143","Kroger","Midwest","OH","Columbus",40.351,-82.199,"{""coordinates"":[-8.219900000000000e+01,4.035100000000000e+01],""type"":""Point""}"
"STORE00144","Kroger","Midwest","OH","Columbus",40.431,-82.609,"{""coordinates"":[-8.260899999999999e+01,4.043100000000000e+01],""type"":""Point""}"
"STORE00145","Kroger","Midwest","OH","Columbus",40.491,-82.259,"{""coordinates"":[-8.225900000000000e+01,4.049100000000000e+01],""type"":""Point""}"
"STORE00146","Kroger","Midwest","OH","Columbus",39.061,-82.449,"{""coordinates"":[-8.244900000000000e+01,3.906100000000000e+01],""type"":""Point""}"
"STORE00147","Kroger","Midwest","OH","Columbus",39.701,-83.919,"{""coordinates"":[-8.391900000000000e+01,3.970100000000000e+01],""type"":""Point""}"
"STORE00148","Kroger","Midwest","OH","Columbus",40.661,-81.999,"{""coordinates"":[-8.199900000000000e+01,4.066100000000000e+01],""type"":""Point""}"
"STORE00149","Kroger","Midwest","OH","Columbus",39.591,-82.089,"{""coordinates"":[-8.208900000000000e+01,3.959100000000000e+01],""type"":""Point""}"
"STORE00150","Kroger","Midwest","OH","Columbus",39.091,-82.399,"{""coordinates"":[-8.239900000000000e+01,3.909100000000000e+01],""type"":""Point""}"
"STORE00151","Kroger","Midwest","OH","Columbus",40.151,-82.559,"{""coordinates"":[-8.255900000000000e+01,4.015100000000000e+01],""type"":""Point""}"
"STORE00152","Kroger","Midwest","OH","Columbus",39.631,-82.129,"{""coordinates"":[-8.212900000000000e+01,3.963100000000000e+01],""type"":""Point""}"
"STORE00153","Kroger","Midwest","OH","Columbus",40.521,-83.549,"{""coordinates"":[-8.354900000000001e+01,4.052100000000000e+01],""type"":""Point""}"
"STORE00154","Kroger","Midwest","OH","Columbus",39.991,-83.179,"{""coordinates"":[-8.317900000000000e+01,3.999100000000000e+01],""type"":""Point""}"
"STORE00155","Kroger","Midwest","OH","Columbus",40.251,-82.819,"{""coordinates"":[-8.281900000000000e+01,4.025100000000000e+01],""type"":""Point""}"
"STORE00156","Kroger","Midwest","OH","Columbus",39.891,-83.199,"{""coordinates"":[-8.319900000000000e+01,3.989100000000000e+01],""type"":""Point""}"
"STORE00157","Kroger","Midwest","OH","Columbus",39.191,-83.799,"{""coordinates"":[-8.379900000000001e+01,3.919100000000000e+01],""type"":""Point""}"
"STORE00158","Kroger","Midwest","OH","Columbus",39.291,-83.769,"{""coordinates"":[-8.376900000000001e+01,3.929100000000000e+01],""type"":""Point""}"
"STORE00159","Kroger","Midwest","OH","Columbus",40.841,-83.339,"{""coordinates"":[-8.333900000000000e+01,4.084100000000000e+01],""type"":""Point""}"
"STORE00160","Kroger","Midwest","OH","Columbus",40.231,-82.369,"{""coordinates"":[-8.236900000000000e+01,4.023100000000000e+01],""type"":""Point""}"
"STORE00161","Kroger","Midwest","OH","Columbus",39.271,-83.329,"{""coordinates"":[-8.332899999999999e+01,3.927100000000000e+01],""type"":""Point""}"
"STORE00162","Kroger","Midwest","OH","Columbus",39.001,-82.399,"{""coordinates"":[-8.239900000000000e+01,3.900100000000000e+01],""type"":""Point""}"
"STORE00163","Kroger","Midwest","OH","Columbus",39.181,-82.519,"{""coordinates"":[-8.251900000000001e+01,3.918100000000000e+01],""type"":""Point""}"
"STORE00164","Kroger","Midwest","OH","Columbus",40.451,-82.179,"{""coordinates"":[-8.217900000000000e+01,4.045100000000000e+01],""type"":""Point""}"
"STORE00165","Kroger","Midwest","OH","Columbus",38.971,-82.029,"{""coordinates"":[-8.202900000000000e+01,3.897100000000000e+01],""type"":""Point""}"
"STORE00166","Kroger","Midwest","OH","Columbus",40.091,-82.269,"{""coordinates"":[-8.226900000000001e+01,4.009100000000000e+01],""type"":""Point""}"
"STORE00167","Kroger","Midwest","OH","Columbus",39.801,-83.099,"{""coordinates"":[-8.309900000000000e+01,3.980100000000000e+01],""type"":""Point""}"
"STORE00168","Kroger","Midwest","OH","Columbus",39.021,-83.349,"{""coordinates"":[-8.334900000000000e+01,3.902100000000000e+01],""type"":""Point""}"
"STORE00169","Kroger","Midwest","OH","Columbus",40.441,-83.399,"{""coordinates"":[-8.339900000000000e+01,4.044100000000000e+01],""type"":""Point""}"
"STORE00170","Kroger","Midwest","OH","Columbus",39.951,-82.089,"{""coordinates"":[-8.208900000000000e+01,3.995100000000000e+01],""type"":""Point""}"
"STORE00171","Kroger","Midwest","OH","Columbus",39.271,-82.369,"{""coordinates"":[-8.236900000000000e+01,3.927100000000000e+01],""type"":""Point""}"
"STORE00172","Kroger","Midwest","OH","Columbus",40.641,-83.139,"{""coordinates"":[-8.313900000000000e+01,4.064100000000000e+01],""type"":""Point""}"
"STORE00173","Kroger","Midwest","OH","Columbus",39.291,-83.429,"{""coordinates"":[-8.342900000000000e+01,3.929100000000000e+01],""type"":""Point""}"
"STORE00174","Kroger","Midwest","OH","Columbus",40.121,-83.499,"{""coordinates"":[-8.349900000000000e+01,4.012100000000000e+01],""type"":""Point""}"
"STORE00175","Kroger","Midwest","OH","Columbus",40.151,-82.819,"{""coordinates"":[-8.281900000000000e+01,4.015100000000000e+01],""type"":""Point""}"
"STORE00176","Kroger","Midwest","OH","Columbus",39.331,-83.339,"{""coordinates"":[-8.333900000000000e+01,3.933100000000000e+01],""type"":""Point""}"
"STORE00177","Kroger","Midwest","OH","Columbus",39.981,-82.689,"{""coordinates"":[-8.268899999999999e+01,3.998100000000000e+01],""type"":""Point""}"
"STORE00178","Kroger","Midwest","OH","Columbus",40.031,-82.649,"{""coordinates"":[-8.264900000000000e+01,4.003100000000000e+01],""type"":""Point""}"
